;Ferrovia;Linha;A;B;Extensão (km);x;AB;Instalada;Trens;Utilizada
1291;RMS;Mafra - Francisco do Sul;LNO;LRP;17,897;;LNO - LRP;6,91933;3,5;0,505829322
1292;RMS;Mafra - Francisco do Sul;LRP;LLM;27,075;;LRP - LLM;4,85415;3,5;0,721032519
1293;RMS;Mafra - Francisco do Sul;LLM;LRI;12,604;;LLM - LRI;11,30774;3,5;0,309522504
1294;RMS;Eng. Gutierrez - Guarapuava;LGZ;L02;8,107;;LGZ - L02;8,10356;1,7;0,209784342
1295;RMS;Eng. Gutierrez - Guarapuava;L02;LAD;10,922;;L02 - LAD;8,10356;1,7;0,209784342
1296;RMS;Eng. Gutierrez - Guarapuava;LAD;LAL;21,879;;LAD - LAL;5,569;1,7;0,305261268
1297;RMS;Eng. Gutierrez - Guarapuava;LAL;LIM;24,715;;LAL - LIM;5,33563;1,7;0,318612797
1298;RMS;Eng. Gutierrez - Guarapuava;LIM;LRE;15;;LIM - LRE;4,87476;1,7;0,348735117
1299;RMS;Eng. Gutierrez - Guarapuava;LRE;LGA;13,515;;LRE - LGA;4,87476;1,7;0,348735117
1300;RMS;Eng. Gutierrez - Guarapuava;LGA;LAO;27,542;;LGA - LAO;5,88289;1,7;0,288973617
1301;RMS;Eng. Gutierrez - Guarapuava;LAO;LJS;11,237;;LAO - LJS;11,60955;1,7;0,146431171
1302;RMS;Eng. Gutierrez - Guarapuava;LJS;LGP;5,083;;LJS - LGP;26,94589;1,7;0,063089399
1303;RMS;Jaguariaíva - Uvaranas;LJR;LMU;28,444;;LJR - LMU;5,59994;1;0,178573342
1304;RMS;Jaguariaíva - Uvaranas;LMU;LPE;6,194;;LMU - LPE;6,37239;1;0,156926993
1305;RMS;Jaguariaíva - Uvaranas;LPE;LPY;20;;LPE - LPY;6,37239;1;0,156926993
1306;RMS;Jaguariaíva - Uvaranas;LPY;LCX;23,08;;LPY - LCX;8,64338;1;0,11569548
1307;RMS;Jaguariaíva - Uvaranas;LCX;LCA;15,661;;LCX - LCA;9,77563;1;0,102295197
1308;RMS;Jaguariaíva - Uvaranas;LCA;LTC;12,43;;LCA - LTC;5,63245;1;0,177542632
1309;RMS;Jaguariaíva - Uvaranas;LTC;LCB;9;;LTC - LCB;5,63245;1;0,177542632
1310;RMS;Jaguariaíva - Uvaranas;LCB;LBQ;11;;LCB - LBQ;5,63245;1;0,177542632
1311;RMS;Jaguariaíva - Uvaranas;LBQ;LRD;18,932;;LBQ - LRD;5,26559;1;0,189912242
1312;RMS;Jaguariaíva - Uvaranas;LRD;LUS;2;;LRD - LUS;5,26559;1;0,189912242
1313;RMS;Ramal de Harmonia;LMU;LCD;18,174;;LMU - LCD;7,80854;1;0,128064914
1314;RMS;Ramal de Harmonia;LCD;LMT;20,854;;LCD - LMT;6,20925;1;0,161050046
1315;RMS;Ramal de Harmonia;LMT;LVT;14,528;;LMT - LVT;8,9628;1;0,111572277
1316;RMS;Ramal de Harmonia;LVT;LPB;14,862;;LVT - LPB;8,88075;1;0,112603102
1317;RMS;Ramal de Harmonia;LPB;LHA;47,656;;LPB - LHA;3,33104;1;0,300206542
1318;RMS;Ramal de Curitiba;LNH;LTE;2,834;;LNH - LTE;35,78456;4,5;0,125752559
1319;RMS;Ramal de Curitiba;LTE;LCO;4,484;;LTE - LCO;25,11322;4,5;0,179188491
1320;RMS;Mafra - Lages;LRI;LMV;10,369;;LRI - LMV;21,7413;2,7;0,124187606
1321;RMS;Mafra - Lages;LMV;LIS;25,402;;LMV - LIS;8,45919;2,7;0,319179496
1322;RMS;Mafra - Lages;LIS;LPV;31,851;;LIS - LPV;5,85855;2,7;0,46086489
1323;RMS;Mafra - Lages;LPV;LME;19,516;;LPV - LME;10,0436;2,7;0,26882791
1324;RMS;Mafra - Lages;LME;LIA;21,95;;LME - LIA;10,08165;2,7;0,267813304
1325;RMS;Mafra - Lages;LIA;LMH;8;;LIA - LMH;9,08355;2,7;0,297240616
1326;RMS;Mafra - Lages;LMH;LFA;11,675;;LMH - LFA;9,08355;2,7;0,297240616
1327;RMS;Mafra - Lages;LFA;LLB;17,975;;LFA - LLB;9,57145;2,7;0,282088921
1328;RMS;Mafra - Lages;LLB;LAM;11,104;;LLB - LAM;16,68334;2,7;0,161838097
1329;RMS;Mafra - Lages;LAM;LUB;28,845;;LAM - LUB;6,5641;2,7;0,411328286
1330;RMS;Mafra - Lages;LUB;LFJ;20,535;;LUB - LFJ;9,69384;2,7;0,278527395
1331;RMS;Mafra - Lages;LFJ;LSF;26,976;;LFJ - LSF;4,97618;2,7;0,542584874
1332;RMS;Mafra - Lages;LSF;LOB;11,742;;LSF - LOB;13,5482;2,7;0,199288466
1333;RMS;Mafra - Lages;LOB;LOP;16,55;;LOB - LOP;9,29145;2,7;0,290589736
1334;RMS;Mafra - Lages;LOP;LBE;10,446;;LOP - LBE;16,06121;2,7;0,168106886
1335;RMS;Mafra - Lages;LBE;LSP;16,427;;LBE - LSP;8,42572;2,7;0,320447392
1336;RMS;Mafra - Lages;LSP;LLS;3,392;;LSP - LLS;8,42572;2,7;0,320447392
1337;RMS;Uvaranas - Pinhalzinho;LUS;LMK;33,346;;LUS - LMK;4,44793;1;0,224823682
1338;RMS;Uvaranas - Pinhalzinho;LMK;LST;30,963;;LMK - LST;4,32241;1;0,231352417
1339;RMS;Uvaranas - Pinhalzinho;LST;LFO;28,259;;LST - LFO;4,70539;1;0,212522235
1340;RMS;Uvaranas - Pinhalzinho;LFO;LLZ;35,51;;LFO - LLZ;3,31624;1;0,30154633
1341;RMS;Uvaranas - Apucarana;LUS;LPJ;35,995;;LUS - LPJ;12,39154;9,9;0,798932175
1342;RMS;Uvaranas - Apucarana;LPJ;LLT;17,98;;LPJ - LLT;15,14177;9,9;0,653820524
1343;RMS;Uvaranas - Apucarana;LLT;LIH;30,375;;LLT - LIH;12,83585;9,9;0,771277321
1344;RMS;Uvaranas - Apucarana;LIH;LLU;25,068;;LIH - LLU;11,74353;9,9;0,843017389
1345;RMS;Uvaranas - Apucarana;LLU;LBX;18,78;;LLU - LBX;14,48609;9,9;0,683414227
1346;RMS;Uvaranas - Apucarana;LBX;LBO;10,967;;LBX - LBO;17,14926;9,9;0,577284384
1347;RMS;Uvaranas - Apucarana;LBO;LRF;17,26;;LBO - LRF;13,22428;9,9;0,748622987
1348;RMS;Uvaranas - Apucarana;LRF;LFI;11,311;;LRF - LFI;17,32072;9,9;0,571569773
1349;RMS;Uvaranas - Apucarana;LFI;LLH;18,687;;LFI - LLH;10,97312;9,9;0,90220466
1350;RMS;Uvaranas - Apucarana;LLH;LMJ;10,09;;LLH - LMJ;22,55076;9,9;0,439009594
